Supplier_Name,PWSID,Stage_Invoked,Mandatory_Restrictions,Reporting_Month,Production_Reported,2013_Production_Reported,CII_Reported,Agriculture_Reported,2013_Agriculture_Reported,Recycled_Reported,Units,Qualification,Population_Served,R_GPCD_Reported,Enforcement_Actions,Implementation,Conservation_Standard,Ag_Cert,Production_Calculated,2013_Production_Calculated,CII_Calculated,R_GPCD_Calculated,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,Watering_Days_Per_Week,Complaints,Follow_Ups,Warnings,Penalties_Rate,Penalties_Other,Enforcement_Comments
California Water Service Company Redwood Valley,CA1710005,2,Yes,5/15/2016,25.6,41.1,1.9,NA,NA,NA,AF,NA,3200,76.8,NA,NA,0.16,No,8341796.531,13392493.65,619117.7113,76.69071004,91.2,No Correction,North Coast,3,0,0,0,46,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,4/15/2016,21.8,35,0.3,NA,NA,NA,AF,NA,3046,75.5,NA,NA,0.16,No,7103561.109,11404799.95,97755.4281,75.40440223,97,No Correction,North Coast,3,0,0,0,116,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,3/15/2016,23.2,30.9,1.5,NA,NA,NA,AF,NA,3188,70.1,NA,NA,0.16,No,7559753.106,10068809.09,488777.1405,70.14503581,91.7,No Correction,North Coast,3,0,0,0,126,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,2/15/2016,22,28.9,0.4,NA,NA,NA,AF,NA,3166,76,NA,NA,0.16,No,6921533.76,9417106.24,125846.0684,76.04879842,97.4,No Correction,North Coast,3,0,0,0,130,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,1/15/2016,24.4,33.9,2.1,NA,NA,NA,AF,NA,3166,73.4,NA,CII quantity of water included all non-residential sales.,0.16,No,7950774.819,11046363.38,684287.9967,73.47576835,90.7,No Correction,North Coast,3,0,0,0,166,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,12/15/2015,23.1,29.9,0.3,NA,NA,NA,AF,CII quantity of water includes all non-residential sales.,3178,74.4,NA,NA,0.16,No,7527167.964,9742957.667,97755.4281,74.34107908,97.3,No Correction,North Coast,3,0,0,0,88,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,11/15/2015,20.6,26.2,1.6,NA,NA,NA,AF,CII quantity of water included all non-residential sales.,3324,61.8,NA,NA,0.16,No,6712539.396,8537307.387,521362.2832,61.86144911,91.9,No Correction,North Coast,3,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,10/15/2015,23.6,33.6,0.5,NA,NA,NA,AF,CII quantity of water includes all non-residential sales.,3189,75.1,NA,NA,0.16,No,7690093.677,10948607.95,162925.7135,75.22148298,96.7,No Correction,North Coast,3,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,9/15/2015,26.6,35.9,2.8,NA,NA,NA,AF,CII quantity of water included all non-residential sales.,3198,81.8,NA,NA,0.16,No,8667647.958,11698066.23,912383.9956,81.94242962,90.7,No Correction,North Coast,3,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,8/15/2015,28.7,46,0.5,NA,NA,NA,AF,CII quantity of water includes all non-residential sales,3203,91.5,NA,NA,0.16,No,9351935.955,14989165.64,162925.7135,91.35969178,97,No Correction,North Coast,3,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,7/15/2015,28.9,47.9,2.5,NA,NA,NA,AF,CII quantity of water includes all non-residential sales.,3636,75.2,NA,NA,0.16,No,9417106.24,15608283.35,814628.5675,75.19248036,90,No Correction,North Coast,3,2,2,2,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,6/15/2015,26.6,43,0.6,NA,NA,NA,AF,CII quantity of water includes all non-residential sales.,3628,76.2,NA,NA,0.16,No,8667647.958,14011611.36,195510.8562,76.29186645,95.8,No Correction,North Coast,3,2,2,2,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,5/15/2015,23.8,41.1,2,NA,NA,NA,AF,CII quantity of water includes all non-residential sales,3613,62.8,NA,NA,NULL,No,7755263.963,13392493.65,651702.854,62.87134879,90.8,No Correction,North Coast,7,1,1,1,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,4/15/2015,21.9,35,NA,NA,NA,NA,AF,NA,3607,64.4,NA,NA,NULL,No,7136146.251,11404799.95,Null,64.23257045,97.4,No Correction,North Coast,7,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,3/15/2015,23.5,30.9,NA,NA,NA,NA,AF,NA,3604,62.4,NA,NA,NULL,No,7657508.535,10068809.09,Null,62.3709567,91,No Correction,North Coast,7,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,2/15/2015,19,29,NA,NA,NA,NA,AF,NA,3600,59,NA,NA,NULL,No,6191177.113,9449691.383,Null,58.96359155,96,No Correction,North Coast,NA,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,1/15/2015,24,34,NA,NA,NA,NA,AF,NA,3602,62,NA,NA,NULL,No,7820434.248,11078948.52,Null,63.0329998,90,No Correction,North Coast,NA,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,12/15/2014,23,30,NA,NA,NA,NA,AF,NA,3613,65,NA,NA,NULL,No,7494582.821,9775542.81,Null,64.23756067,96,No Correction,North Coast,NA,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,11/15/2014,22,26,NA,NA,NA,NA,AF,NA,3576,60,NA,NA,NULL,No,7168731.394,8472137.102,Null,59.47213778,89,No Correction,North Coast,NA,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,10/15/2014,27,34,NA,NA,NA,NA,AF,NA,3587,77,NA,NA,NULL,No,8797988.529,11078948.52,Null,75.95590697,96,No Correction,North Coast,NA,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,Yes,9/15/2014,31,36,NA,NA,NA,NA,AF,NA,3592,82,NA,NA,NULL,No,10101394.24,11730651.37,Null,80.61617524,86,No Correction,North Coast,NA,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,No,8/15/2014,35,48,NA,NA,NA,NA,AF,NA,3590,NA,NA,NA,NULL,No,11404799.95,15640868.5,Null,98.3790812,96,No Correction,North Coast,NA,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,No,7/15/2014,39,50,NA,NA,NA,NA,AF,NA,3590,NA,NA,NA,NULL,No,12708205.65,16292571.35,Null,100.4872044,88,No Correction,North Coast,NA,0,0,0,0,0,NA
California Water Service Company Redwood Valley,CA1710005,2,No,6/15/2014,33,45,NA,NA,NA,NA,AF,NA,3590,NA,NA,NA,NULL,No,10753097.09,14663314.22,Null,94.85090285,95,No Correction,North Coast,NA,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,2/15/2019,19.43105,31.045,3.85,0,0,0,MG,NA,9149,41.14,NA,NA,NULL,No,19431050,31045000,3850000,55.37165069,73,Data Corrected,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,1/15/2019,22.42656,32.129,4.51,0,0,0,MG,NA,9149,47.44,NA,NA,NULL,No,22426560,32129000,4510000,58.5139021,74,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,12/15/2018,22.590235,36.016,3.55,0,0,0,MG,NA,9149,44.24,NA,NA,NULL,No,22590235,36016000,3550000,59.73745148,75,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,11/15/2018,29.66751,42.026,5.09,0,0,0,MG,NA,9149,63.06,NA,NA,NULL,No,29667510,42026000,5090000,76.74402339,71,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,10/15/2018,33.342967,51.337,5.75,0,0,0,MG,NA,9149,75.06,NA,NA,NULL,No,33342967,51337000,5750000,84.6450211,72,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,9/15/2018,43.63847,57.805,6.94,0,0,0,MG,NA,9149,81.75,NA,NA,NULL,No,43638470,57805000,6940000,106.5244832,67,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,8/15/2018,48.616987,62.218,8.85,0,0,0,MG,NA,9149,113.66,NA,NA,NULL,No,48616987,62218000,8850000,116.5632456,68,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,7/15/2018,49.36728,61.698,7.87,0,0,0,MG,NA,9149,105.59,NA,NA,NULL,No,49367280,61698000,7870000,118.3621351,68,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,6/15/2018,45.89964,57.109,7.28,0,0,0,MG,NA,9149,103.86,NA,NA,NULL,No,45899640,57109000,7280000,115.3887551,69,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,5/15/2018,37.20253,57.934,6.12,0,0,0,MG,NA,9149,89.32,NA,NA,NULL,No,37202530,57934000,6120000,93.13126518,71,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,4/15/2018,23.214417,42.813,3.63,0,0,0,MG,NA,8825,55.81,NA,NA,NULL,No,23214417,42813000,3630000,66.64006391,76,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,3/15/2018,21.273,36.677,3.61,0,0,0,MG,NA,8825,48.28,NA,NA,NULL,No,21273000,36677000,3610000,59.09706662,76,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,2/15/2018,20.419719,31.045,3.82,0,0,0,MG,NA,8825,53.97,NA,NA,NULL,No,20419719,31045000,3820000,61.97810299,75,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,1/15/2018,21.844,32.129,4.08,0,0,0,MG,NA,8825,44.07,NA,NA,NULL,No,21844000,32129000,4080000,59.08639313,74,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,12/15/2017,22.844,36.016,3.87,0,0,0,MG,NA,8825,49.7,NA,NA,NULL,No,22844000,36016000,3870000,64.29637211,77,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,11/15/2017,24.532863,42.026,4.85,0,0,0,MG,NA,8825,60.02,NA,NA,NULL,No,24532863,42026000,4850000,63.93833983,69,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,10/15/2017,40.399,51.33,6.79,0,0,0,MG,NA,8825,85.74,NA,NA,NULL,No,40399000,51330000,6790000,101.8927534,69,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,9/15/2017,44.04,57.805,7.08,0,0,0,MG,NA,8825,93.37,NA,NA,NULL,No,44040000,57805000,7080000,113.1150142,68,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,8/15/2017,48.69,62.218,7.85,0,0,0,MG,NA,8825,120.12,NA,NA,NULL,No,48690000,62218000,7850000,124.5837522,70,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,7/15/2017,50.558,61.698,7.36,0,0,0,MG,NA,8825,105.86,NA,NA,NULL,No,50558000,61698000,7360000,129.3634287,70,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,6/15/2017,43.382,57.109,7.98,0,0,0,MG,NA,8825,108.63,NA,NA,NULL,No,43382000,57109000,7980000,111.4249669,68,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,5/15/2017,37.721454,57.934,5.71,0,0,0,MG,NA,8825,92.1,NA,NA,NULL,No,37721454,57934000,5710000,99.27605549,72,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,4/15/2017,20.913,42.813,3.15,0,0,0,MG,NA,8825,49.23,NA,NA,0,No,20913000,42813000,3150000,61.6133711,78,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,3/15/2017,19.20235,36.667,3.6,0,0,0,MG,NA,8825,50.98,NA,NA,0,No,19202350,36667000,3600000,54.74854427,78,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,2/15/2017,17.709702,31.045,3.28,0,0,0,MG,NA,8825,43.13,NA,NA,0,No,17709702,31045000,3280000,53.75263658,75,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,1/15/2017,19.74695,32.129,3.05,0,0,0,MG,NA,8825,43.25,NA,NA,0,No,19746950,32129000,3050000,56.30127387,78,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,voluntary,No,12/15/2016,20.656,36.016,3.81,0,0,0,MG,NA,8825,48,NA,NA,0,No,20656000,36016000,3810000,56.62798136,75,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,11/15/2016,20.22,42.026,3.22,0,0,0,MG,NA,8825,47.63,NA,NA,0,No,20220000,42026000,3220000,58.80793201,77,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,10/15/2016,27.378,51.337,10.51,NA,NA,NA,MG,NA,8825,75.49,NA,NA,0,No,27378000,51337000,10510000,66.04945627,66,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,9/15/2016,39.363,57.805,13.61,0,0,0,MG,NA,8825,119.68,NA,NA,0,No,39363000,57805000,13610000,104.0759207,70,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,8/15/2016,41.757,62.218,11.17,0,0,0,MG,NA,8825,87.95,NA,NA,0,No,41757000,62218000,11170000,103.7915014,68,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,7/15/2016,44.477,61.698,11.05,0,0,0,MG,NA,8825,98.47,NA,NA,0,No,44477000,61698000,11050000,115.4296628,71,No Correction,North Coast,6,0,0,0,0,0,NA
Cloverdale,CA4910002,Voluntary,No,6/15/2016,38.122,57.109,8.27,0,0,0,MG,NA,8825,80.69,NA,NA,0,No,38122000,57109000,8270000,103.6745609,72,No Correction,North Coast,6,0,0,0,0,0,NA
Crescent City  City of,CA0810001,1,No,2/15/2019,56.42,53.78,20.99,0,0,0,MG,Percent Residential based on the latest Urban Management Plan,18879,67.03,NA,NA,NULL,No,56420000,53780000,20990000,67.02791461,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,1,No,1/15/2019,63.16,59.81,23.5,0,0,0,MG,Percent Residential based on the latest Urban Management Plan,18879,67.77,NA,NA,NULL,No,63160000,59810000,23500000,67.77368265,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,1,No,12/15/2018,61.99,64.32,23.06,0,0,0,MG,Percent residential based on the latest Urban Water Management Plan,18879,66.52,NA,NA,NULL,No,61990000,64320000,23060000,66.51821703,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,1,No,11/15/2018,64.6,53.82,24.03,0,0,0,MG,Percent residential based on latest Urban Water Management Plan,18879,71.63,NA,NA,NULL,No,64600000,53820000,24030000,71.62950015,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,1,No,10/15/2018,70.06,58.95,26.06,0,0,0,MG,Percent Residential is based on the latest 2015 Urban Water Management Plan,18879,75.18,NA,NA,NULL,No,70060000,58950000,26060000,75.17771068,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,1,No,9/15/2018,73.97,65.49,27.52,0,0,0,MG,Percent residential based on latest Urban Water Management Plan,18879,82.02,NA,NA,NULL,No,73970000,65490000,27520000,82.01910412,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,8/15/2018,84.16,74.15,46.27,0,0,0,MG,"Based on additional review, went back to 62.5% as the average percentage residential as established in the 2010 Urban Water Management Plan",18879,90.31,NA,NA,NULL,No,84160000,74150000,46270000,90.45148304,62.9,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,7/15/2018,88.45,74.73,41.57,0,0,0,MG,Adjusted percent residential assumption,18879,101.06,NA,NA,NULL,No,88450000,74730000,41570000,79.64669739,52.7,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,6/15/2018,73.49,65.71,0,0,0,0,MG,NA,18879,81.49,NA,NA,NULL,No,73490000,65710000,Null,81.48687254,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,5/15/2018,67.15,63.31,25.7,NA,0,0,MG,NA,18879,72.06,NA,NA,NULL,No,67150000,63310000,25700000,72.05514234,62.8,No Correction,North Coast,6,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,4/15/2018,58.69,54.86,22.48,0,0,0,MG,NA,18879,65.08,NA,NA,NULL,No,58690000,54860000,22480000,65.07639882,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,3/15/2018,60.75,59.45,23.27,0,0,0,MG,NA,18879,65.2,NA,NA,NULL,No,60750000,59450000,23270000,65.18763808,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,2/15/2018,55.2,53.8,21.14,0,0,0,MG,NA,18879,65.6,NA,NA,NULL,No,55200000,53800000,21140000,65.57853397,62.8,No Correction,North Coast,6,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,1/15/2018,67.16,59.81,23.45,0,0,0,MG,NA,18879,65.71,NA,NA,NULL,No,67160000,59810000,23450000,72.06587282,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,12/15/2017,60.31,64.32,23.1,0,0,0,MG,NA,18473,66.14,NA,Continued to address leaks identified in third party leak survey conducted during the end of November.  Total leaks estimated at 60 gpm.,NULL,No,60310000,64320000,23100000,66.13781578,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,11/15/2017,59.4,53.8,22.8,0,0,0,MG,NA,18473,67.32,NA,Performed leak acoustical survey with outside consultant during the last week of November.  Began correcting identified leaks.,NULL,No,59400000,53800000,22800000,67.31121096,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,10/15/2017,70.1,59,26.8,0,0,0,MG,NA,18473,76.8,NA,As a result of increased non metered usage we suspect a leak.  Crews have been looking for leak and a accoustical leak detection company is scheduled to be onsite for a three day leak survey during November.,NULL,No,70100000,5.90E+07,26800000,76.8738333,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,9/15/2017,72.2,65.5,21.7,0,0,0,MG,"Because of higher usage after summer peak, crews will look for potential new systems leaks.",18473,81.8,NA,NA,NULL,No,72200000,65500000,21700000,81.81598369,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,8/15/2017,82.1,74.15,31.4,0,0,0,MG,During July and August tourist season significant increase in consumption occurs.,18473,90.01,NA,NA,NULL,No,82100000,74150000,31400000,90.03340534,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,7/15/2017,73.9,74.73,28.29,0,0,0,MG,NA,18473,78.5,NA,NA,NULL,No,73900000,74730000,28290000,81.04103111,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,NA,6/15/2017,58.96,65.71,22.58,0,0,0,MG,NA,18290,66.8,NA,NA,NULL,No,58960000,65710000,22580000,67.48110078,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,5/15/2017,57.3,63.3,21.9,0,0,0,MG,NA,18473,63.3,NA,NA,NULL,No,57300000,63300000,21900000,62.83695646,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,2,No,4/15/2017,52.96,54.86,20.28,0,0,0,MG,NA,18473,18473,NA,NA,0,No,52960000,54860000,20280000,60.01349718,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,1,No,3/15/2017,48.41,59.45,18.54,0,0,0,MG,NA,18473,53.09,NA,NA,0,No,48410000,59450000,18540000,53.08790685,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
Crescent City  City of,CA0810001,1,No,2/15/2017,49.16,53.78,18.83,0,0,0,MG,Self Certification Submitted June 2016 rescinding stage 2.,18473,59.7,NA,NA,0,No,49160000,53780000,18830000,59.68649226,62.8,No Correction,North Coast,7,0,0,0,0,0,NA
